id,poj_unicode,poj_input,kiplmj_unicode,kiplmj_input,abbreviations,noun_classifiers,reduplication,hoabun,english_descriptions,page_number
22918,n̂g-tiâu-hio̍h-sat,ng5-tiau5-hioh8-sat,n̂g-tiâu-hio̍h-sat,ng5-tiau5-hioh8-sat,N Ent,chiah,,黃條葉蚤,"striped cabbage flea beetle, Phyllotreta striolata",
22919,n̂g-tîn,ng5-tin5,n̂g-tîn,ng5-tin5,"N ",châng,,黃藤,"rattan, yellow rattan palm, Daemonorops margaritae",
22920,n̂g-tîn,ng5-tin5,n̂g-tîn,ng5-tin5,"N ",châng,,黃藤,"a plant of the birthwort family, Aristolochia cucurbitifilia",
22921,n̂g-tóa-gūi-lōng-tia̍p,ng5-toa2-gui7-long7-tiap8,n̂g-tuá-guī-lōng-tia̍p,ng5-tua2-gui7-long7-tiap8,N Ent,chiah,,黃帶偽弄蝶,"a moth that attacks teak leaves, Hyblaea puera",
22922,n̂g-tûn-chhiⁿ-pan-hái-chôa,ng5-tun5-chhinn-pan-hai2-choa5,n̂g-tûn-tshinn-pan-hái-tsuâ,ng5-tun5-tshinn-pan-hai2-tsua5,"N ",bé/bóe,,黃唇青斑海蛇,"banded yellow-lip sea sanke (poisonious), Laticauda colubrina ",
22923,n̂g-thâu-lō͘,ng5-thau5-loo7,n̂g-thâu-lōo,ng5-thau5-loo7,"N ",chiah,,黃鷺,"Indian cattle egret, Bubulcus ibis coromandus ",
22924,n̂g-thé,ng5-the2,n̂g-thé,ng5-the2,N Med,,,黃體,Corpus luteum,
22925,n̂g-thúi-sió-hêng,ng5-thui2-sio2-heng5,n̂g-thuí-sió-hîng,ng5-thui2-sio2-hing5,"N ",chiah,,東方環頸行鳥,"eastern Kentish plover, Charadrius alexandrinus dealbatus",
22926,n̂g-ú-eng-chhùi,ng5-u2-eng-chhui3,n̂g-ú-ing-tshuì,ng5-u2-ing-tshui3,N Orn,chiah,,黃羽鸚嘴,"Formosan golden crow-tit, Suthora gularis morrisoniana",
22927,n̄g,ng7,n̄g,ng7,"SV ",,n̄g-n̄g,暈,"dim, blurred",
22928,nńg-ko,nng2-ko,nńg-ko,nng2-ko,N Bib,,,雅歌,"Song of Songs, Song of Solmon, Canticle of Canticles",
22929,nngá-kok,nnga2-kok,nngá-kok,nnga2-kok,N pers Bib Prot,,,雅各書,"Jacob, James (cf Nga2-kok-pek-su)",
22930,nńg-kok-pek-su,nng2-kok-pek-su,nńg-kok-pik-su,nng2-kok-pik-su,N pers Bib RC,,,雅各伯書,"Jacob, James (cf Nga2-kok)",
22931,ngāi-gio̍h,ngai7-gioh8,ngāi-gio̍h,ngai7-gioh8,"SV ",,,"不舒服,不自然","uncomfortable, unnatural (false teeth, new glasses, etc)",
22932,nngāi-su-tek-ní,nngai7-su-tek-ni2,nngāi-su-tik-ní,nngai7-su-tik-ni2,N pers Bib RC,,,艾斯德爾,Esther (cf I-su7-thiap),
22933,ngâu,ngau5,ngâu,ngau5,"V ",,,熬,stew or boil to a jelly,
22934,ngâu-iû,ngau5-iu5,ngâu-iû,ngau5-iu5,"VO ",,,精練油脂,render fat,
22935,ngâu-khó,ngau5-kho2,ngâu-khó,ngau5-kho2,"V ",,,煨湯,boil broth until it thicken,
22936,ngāu-hún,ngau7-hun2,ngāu-hún,ngau7-hun2,"N ",,,葛粉,"flour made from lotus root, arrowroot flour",
22937,ngāu-ngāu-liām,ngau7-ngau7-liam7,ngāu-ngāu-liām,ngau7-ngau7-liam7,"Vph ",,,發怨言,grumble,
22938,ngē,nge7,ngē,nge7,"V ",,,使硬化,harden,
22939,ngē,nge7,ngē,nge7,"SV ",,"ngē-ngē. ngē-ngē-ngē, ngē-piang-piang, ngē-tauh-tauh",使硬化,"firm, hard, rigid, stiff, unyielding",
22940,ngē-chiāⁿ,nge7-chiann7,ngē-tsiānn,nge7-tsiann7,"SV ",,,強硬,"hardy, strong",
22941,ngē-chhùi-poe,nge7-chhui3-poe,ngē-tshuì-pue,nge7-tshui3-pue,"N ",,,倔強,stiff jaw,
22942,ngē-chhùi-poe,nge7-chhui3-poe,ngē-tshuì-pue,nge7-tshui3-pue,"N ",,,倔強,fig: person obstinate in speech,
22943,ngē-hòa,nge7-hoa3,ngē-huà,nge7-hua3,N Med,,,硬化,corrhosis,
22944,ngē-kì,nge7-ki3,ngē-kì,nge7-ki3,"V ",,,硬記,learn by rote,
22945,ngē-la̍t,nge7-lat8,ngē-la̍t,nge7-lat8,"N ",,,蠻勁,"brute force, manual labor (without the assistance, of levers or other machine, cf nng2-lat8)",
22946,ngē-lia̍h,nge7-liah8,ngē-lia̍h,nge7-liah8,"V ",,,逮捕,seize forcefully,
22947,ngē-phīⁿ,nge7-phinn7,ngē-phīnn,nge7-phinn7,"SV ",,,頑固,"dogged, obstinate",
22948,ngē-sèng,nge7-seng3,ngē-sìng,nge7-sing3,"SV ",,,硬性,"tough, hard (nature)",
22949,ngē-sèng,nge7-seng3,ngē-sìng,nge7-sing3,"N ",,,硬性,"hard disposition, tough or hard nature (ant nng2-seng3)",
22950,ngē-sim,nge7-sim,ngē-sim,nge7-sim,"SV ",,,心硬,"hard-hearted, stiff-necked",
22951,ngē-siok,nge7-siok,ngē-siok,nge7-siok,N Med,,,攣縮,contracture,
22952,ngē-ti̍t,nge7-tit8,ngē-ti̍t,nge7-tit8,"SV ",,,心直口快,straightforward,
22953,ngē/ngī tú ngē/ngī,nge7/ngi7 tu2 nge7/ngi7,ngē/ngī tú ngē/ngī,nge7/ngi7 tu2 nge7/ngi7,"SV ",,,硬碰硬,mutually stubborn,
22954,ngeh,ngeh,ngeh,ngeh,"V ",,,夾,"pick up with chopsticks, pinch",
22955,ngeh,ngeh,ngeh,ngeh,"M ",,,莢,(for a banana),
22956,ngeh,ngeh,ngeh,ngeh,"M ",,,莢,"pod (peas, beans, etc)",
22957,ngeh-á,ngeh-a2,ngeh-á,ngeh-a2,"N ",ki,,鉗子,"forceps, pincers, pliers",
22958,nge̍h,ngeh8,nge̍h,ngeh8,"V ",,,挾,"take up with pincers, claws",
22959,nge̍h,ngeh8,nge̍h,ngeh8,"V ",,,挾,carry under the arm,
22960,nge̍h,ngeh8,nge̍h,ngeh8,"V ",,,挾,put between pages of a book,
22961,ngī,ngi7,ngī,ngi7,"V ",,,使硬化,harden,
22962,ngī,ngi7,ngī,ngi7,"SV ",,"ngī-ngī, ngī-ngī-ngī, ngī-piang=piang, ngī-tauh-tauh",使硬化,"firm, hard, rigid, stiff, unyielding",
22963,ngī-chiāⁿ,ngi7-chiann7,ngī-tsiānn,ngi7-tsiann7,"SV ",,,強硬,"hardy, strong",
22964,ngī-chhùi-poe,ngi7-chhui3-poe,ngī-tshuì-pue,ngi7-tshui3-pue,"N ",,,硬嘴,stiff jaw,
22965,ngī-chhùi-poe,ngi7-chhui3-poe,ngī-tshuì-pue,ngi7-tshui3-pue,"N ",,,硬嘴,fig: person obstinate in speech,
22966,ngī-kì,ngi7-ki3,ngī-kì,ngi7-ki3,"V ",,,硬記,learn by rote,
22967,nīg-khak-hê,nig7-khak-he5,nīg-khak-hê,nig7-khak-he5,"N ",bé/chiah,,硬殼蝦,"shrimp, Sicyonia cristata ",
22968,ngī-la̍t,ngi7-lat8,ngī-la̍t,ngi7-lat8,"N ",,,蠻勁,"brute force, manual labor (without the assistance f levers or other machines, cf nng2-lat8)",
22969,ngī-lia̍h,ngi7-liah8,ngī-lia̍h,ngi7-liah8,"V ",,,逮捕,seize forcefully,
22970,ngī-phīⁿ,ngi7-phinn7,ngī-phīnn,ngi7-phinn7,"SV ",,,頑固,"dogged, obstinate",
22971,ngī-sèng,ngi7-seng3,ngī-sìng,ngi7-sing3,"SV ",,,硬性,"tough, hard (nature)",
22972,ngī-sèng,ngi7-seng3,ngī-sìng,ngi7-sing3,"N ",,,硬性,"hard disposition, tough or hard nature (ant nng2-seng3)",
22973,ngī-sim,ngi7-sim,ngī-sim,ngi7-sim,"SV ",,,心硬,"hard-hearted, stiff-necked",
22974,ngī-ti̍t,ngi7-tit8,ngī-ti̍t,ngi7-tit8,"SV ",,,心直口快,straightforward,
22975,ngiâ,ngia5,ngiâ,ngia5,"V ",,,迎,go out to meet (image or person),
22976,nigiâ-chih,nigia5-chih,nigiâ-tsih,nigia5-tsih,"V ",,,迎接,"receive as a visitor, welcome",
22977,ngiâ-koan,ngia5-koan,ngiâ-kuan,ngia5-kuan,"VO ",,,迎棺,receive a coffin,
22978,ngiâ-lāu-jia̍t,ngia5-lau7-jiat8,ngiâ-lāu-jia̍t,ngia5-lau7-jiat8,"V ",,,節期遊行,have a festival procession,
22979,ngiâ-pu̍t,ngia5-put8,ngiâ-pu̍t,ngia5-put8,"VO ",,,迎佛,carry an idol in procession,
22980,ngiâ-sàng,ngia5-sang3,ngiâ-sàng,ngia5-sang3,"V ",,,迎送,go out and meet on arrival or departure,
22981,ngiâ-sîn,ngia5-sin5,ngiâ-sîn,ngia5-sin5,"VO ",,,迎神,carry an idol in procession,
22982,ngiâ-teng,ngia5-teng,ngiâ-ting,ngia5-ting,"VO ",,,提燈,carry lanterns (in the lantern festival),
22983,ngiau,ngiau,ngiau,ngiau,"V ",,,癢,tickle,
22984,ngiau,ngiau,ngiau,ngiau,"SV ",,ngiau-ngiau. ngiau-ngiau-ngiau,癢,sensation of being tickled,
22985,ngiau-ti,ngiau-ti,ngiau-ti,ngiau-ti,"VO ",,,胳肢,tickle (a person),
22986,ngiauh,ngiauh,ngiauh,ngiauh,"V ",,,掙扎起來,"pry up, lift up",
22987,ngiauh,ngiauh,ngiauh,ngiauh,"V ",,,起床(病…),get up (from prone position_,
22988,ngiauh-chhùi,ngiauh-chhui3,ngiauh-tshuì,ngiauh-tshui3,"VO ",,,噘嘴,protude one's lips,
22989,ngia̍uh-ngia̍uh-chhoah/chùn,ngiauh8-ngiauh8-chhoah/chun3,ngia̍uh-ngia̍uh-tshuah/tsùn,ngiauh8-ngiauh8-tshuah/tsun3,"Vph ",,,顫抖,"shake, tremble (fear)",
22990,ngia̍uh-ngia̍uh-liām,ngiauh8-ngiauh8-liam7,ngia̍uh-ngia̍uh-liām,ngiauh8-ngiauh8-liam7,"Vph ",,,喃喃,"murmur, mutter",
22991,ngia̍uh-ngia̍uh-sô,ngiauh8-ngiauh8-so5,ngia̍uh-ngia̍uh-sô,ngiauh8-ngiauh8-so5,"Vph ",,,蠕動,"crawl, wriggle (worm)",
22992,ngia̍uh-ngia̍uh-tāng,ngiauh8-ngiauh8-tang7,ngia̍uh-ngia̍uh-tāng,ngiauh8-ngiauh8-tang7,"Vph ",,,扭擺不停,wiggle (child who can't sit still),
22993,ngó͘,ngoo2,ngóo,ngoo2,"Nu ",,,五,five,
22994,ngó͘,ngoo2,ngóo,ngoo2,"N ",,,,musical note equivalent to high D (approximately one octave above su3),
22995,ngó͘-á-hî,ngoo2-a2-hi5,ngóo-á-hî,ngoo2-a2-hi5,"N ",bé,,四絲馬魚拔,"four-rayed threadfin, Eleuthronema tetradactylum",
22996,ngó͘-aū,ngoo2-au7,ngóo-āu,ngoo2-au7,"Nt ",,,午後,afternoon,
22997,ngo͘-bī,ngoo-bi7,ngoo-bī,ngoo-bi7,"N ",,,五味,"the five flavours (sweet, sour, bitter, pungent, and salt)",
22998,ngó͘-chōng lio̍k-hú,ngoo2-chong7 liok8-hu2,ngóo-tsōng lio̍k-hú,ngoo2-tsong7 liok8-hu2,"N ",,,五臟六腑,"internal organs (divided into 5 major: heart, kidney, liver, lungs, pancreas and 6 minor: stomach, ""three not principles"")",
22999,ngó͘-chhái(-sek),ngoo2-chhai2(-sek),ngóo-tshái(-sik),ngoo2-tshai2(-sik),"SV ",,,五彩(色),"multicolored, variegated",
